Date,Public Health Unit,Cases by episode date,Cases rate by episode date,Cases by reported date,Cases rate by reported date,Hospitalizations by episode date,Hospitalizations rate by episode date,Hospitalizations by reported date,Hospalizations rate by reported date,Deaths,Deaths rate
29-02-2020,Chatham-Kent Public Health,0,0,0,0,0,0,0,0,0,0
01-03-2020,Chatham-Kent Public Health,0,0,0,0,0,0,0,0,0,0
02-03-2020,Chatham-Kent Public Health,0,0,0,0,0,0,0,0,0,0
03-03-2020,Chatham-Kent Public Health,0,0,0,0,0,0,0,0,0,0
04-03-2020,Chatham-Kent Public Health,0,0,0,0,0,0,0,0,0,0
05-03-2020,Chatham-Kent Public Health,0,0,0,0,0,0,0,0,0,0
06-03-2020,Chatham-Kent Public Health,0,0,0,0,0,0,0,0,0,0
07-03-2020,Chatham-Kent Public Health,1,0.9,0,0,1,0.9,0,0,0,0
08-03-2020,Chatham-Kent Public Health,0,0,0,0,0,0,0,0,0,0
09-03-2020,Chatham-Kent Public Health,0,0,0,0,0,0,0,0,0,0
10-03-2020,Chatham-Kent Public Health,0,0,0,0,0,0,0,0,0,0
11-03-2020,Chatham-Kent Public Health,0,0,0,0,0,0,0,0,0,0
12-03-2020,Chatham-Kent Public Health,0,0,0,0,0,0,0,0,0,0
13-03-2020,Chatham-Kent Public Health,1,0.9,0,0,0,0,0,0,0,0
14-03-2020,Chatham-Kent Public Health,0,0,0,0,0,0,0,0,0,0
15-03-2020,Chatham-Kent Public Health,0,0,0,0,0,0,0,0,0,0
16-03-2020,Chatham-Kent Public Health,1,0.9,0,0,1,0.9,0,0,0,0
17-03-2020,Chatham-Kent Public Health,1,0.9,1,0.9,0,0,0,0,0,0
18-03-2020,Chatham-Kent Public Health,0,0,1,0.9,0,0,1,0.9,0,0
19-03-2020,Chatham-Kent Public Health,0,0,0,0,0,0,0,0,0,0
20-03-2020,Chatham-Kent Public Health,3,2.8,0,0,0,0,0,0,0,0
21-03-2020,Chatham-Kent Public Health,1,0.9,0,0,0,0,0,0,0,0
22-03-2020,Chatham-Kent Public Health,1,0.9,0,0,0,0,0,0,0,0
23-03-2020,Chatham-Kent Public Health,1,0.9,0,0,0,0,0,0,0,0
24-03-2020,Chatham-Kent Public Health,1,0.9,0,0,0,0,0,0,0,0
25-03-2020,Chatham-Kent Public Health,4,3.8,0,0,0,0,0,0,0,0
26-03-2020,Chatham-Kent Public Health,0,0,2,1.9,0,0,0,0,0,0
27-03-2020,Chatham-Kent Public Health,1,0.9,0,0,1,0.9,0,0,0,0
28-03-2020,Chatham-Kent Public Health,1,0.9,2,1.9,0,0,1,0.9,0,0
29-03-2020,Chatham-Kent Public Health,1,0.9,0,0,0,0,0,0,0,0
30-03-2020,Chatham-Kent Public Health,0,0,0,0,0,0,0,0,0,0
31-03-2020,Chatham-Kent Public Health,0,0,2,1.9,0,0,0,0,0,0
01-04-2020,Chatham-Kent Public Health,4,3.8,1,0.9,0,0,0,0,0,0
02-04-2020,Chatham-Kent Public Health,1,0.9,0,0,0,0,0,0,0,0
03-04-2020,Chatham-Kent Public Health,2,1.9,3,2.8,0,0,1,0.9,0,0
04-04-2020,Chatham-Kent Public Health,0,0,0,0,0,0,0,0,1,0.9
05-04-2020,Chatham-Kent Public Health,1,0.9,0,0,0,0,0,0,0,0
06-04-2020,Chatham-Kent Public Health,1,0.9,5,4.7,0,0,0,0,0,0
07-04-2020,Chatham-Kent Public Health,2,1.9,0,0,0,0,0,0,0,0
08-04-2020,Chatham-Kent Public Health,0,0,1,0.9,0,0,0,0,0,0
09-04-2020,Chatham-Kent Public Health,1,0.9,0,0,0,0,0,0,0,0
10-04-2020,Chatham-Kent Public Health,2,1.9,1,0.9,0,0,0,0,0,0
11-04-2020,Chatham-Kent Public Health,1,0.9,4,3.8,0,0,0,0,0,0
12-04-2020,Chatham-Kent Public Health,1,0.9,2,1.9,0,0,0,0,0,0
13-04-2020,Chatham-Kent Public Health,4,3.8,0,0,0,0,0,0,0,0
14-04-2020,Chatham-Kent Public Health,2,1.9,0,0,0,0,0,0,0,0
15-04-2020,Chatham-Kent Public Health,2,1.9,0,0,0,0,0,0,0,0
16-04-2020,Chatham-Kent Public Health,0,0,0,0,0,0,0,0,0,0
17-04-2020,Chatham-Kent Public Health,2,1.9,4,3.8,0,0,0,0,0,0
18-04-2020,Chatham-Kent Public Health,2,1.9,0,0,0,0,0,0,0,0
19-04-2020,Chatham-Kent Public Health,3,2.8,3,2.8,0,0,0,0,0,0
20-04-2020,Chatham-Kent Public Health,2,1.9,0,0,0,0,0,0,0,0
21-04-2020,Chatham-Kent Public Health,5,4.7,5,4.7,0,0,0,0,0,0
22-04-2020,Chatham-Kent Public Health,2,1.9,3,2.8,0,0,0,0,0,0
23-04-2020,Chatham-Kent Public Health,3,2.8,0,0,0,0,0,0,0,0
24-04-2020,Chatham-Kent Public Health,11,10.3,2,1.9,0,0,0,0,0,0
25-04-2020,Chatham-Kent Public Health,5,4.7,3,2.8,0,0,0,0,0,0
26-04-2020,Chatham-Kent Public Health,5,4.7,12,11.3,0,0,0,0,0,0
27-04-2020,Chatham-Kent Public Health,3,2.8,20,18.8,0,0,0,0,0,0
28-04-2020,Chatham-Kent Public Health,3,2.8,5,4.7,0,0,0,0,0,0
29-04-2020,Chatham-Kent Public Health,0,0,1,0.9,0,0,0,0,0,0
30-04-2020,Chatham-Kent Public Health,0,0,0,0,0,0,0,0,0,0
01-05-2020,Chatham-Kent Public Health,1,0.9,2,1.9,0,0,0,0,0,0
02-05-2020,Chatham-Kent Public Health,0,0,3,2.8,0,0,0,0,0,0
03-05-2020,Chatham-Kent Public Health,1,0.9,1,0.9,0,0,0,0,0,0
04-05-2020,Chatham-Kent Public Health,0,0,0,0,0,0,0,0,0,0
05-05-2020,Chatham-Kent Public Health,1,0.9,0,0,0,0,0,0,0,0
06-05-2020,Chatham-Kent Public Health,0,0,0,0,0,0,0,0,0,0
07-05-2020,Chatham-Kent Public Health,0,0,0,0,0,0,0,0,0,0
08-05-2020,Chatham-Kent Public Health,23,21.6,1,0.9,0,0,0,0,0,0
09-05-2020,Chatham-Kent Public Health,0,0,1,0.9,0,0,0,0,0,0
10-05-2020,Chatham-Kent Public Health,1,0.9,0,0,1,0.9,0,0,0,0
11-05-2020,Chatham-Kent Public Health,17,16,0,0,0,0,0,0,0,0
12-05-2020,Chatham-Kent Public Health,0,0,0,0,0,0,0,0,0,0
13-05-2020,Chatham-Kent Public Health,3,2.8,17,16,0,0,0,0,0,0
14-05-2020,Chatham-Kent Public Health,0,0,0,0,0,0,0,0,0,0
15-05-2020,Chatham-Kent Public Health,2,1.9,13,12.2,0,0,1,0.9,0,0
16-05-2020,Chatham-Kent Public Health,0,0,14,13.2,0,0,0,0,0,0
17-05-2020,Chatham-Kent Public Health,0,0,2,1.9,0,0,0,0,0,0
18-05-2020,Chatham-Kent Public Health,1,0.9,0,0,0,0,0,0,0,0
19-05-2020,Chatham-Kent Public Health,4,3.8,0,0,0,0,0,0,0,0
20-05-2020,Chatham-Kent Public Health,2,1.9,5,4.7,0,0,0,0,0,0
21-05-2020,Chatham-Kent Public Health,0,0,0,0,0,0,0,0,0,0
22-05-2020,Chatham-Kent Public Health,0,0,0,0,0,0,0,0,0,0
23-05-2020,Chatham-Kent Public Health,0,0,1,0.9,0,0,0,0,0,0
24-05-2020,Chatham-Kent Public Health,0,0,0,0,0,0,0,0,0,0
25-05-2020,Chatham-Kent Public Health,0,0,1,0.9,0,0,0,0,0,0
26-05-2020,Chatham-Kent Public Health,0,0,0,0,0,0,0,0,0,0
27-05-2020,Chatham-Kent Public Health,0,0,0,0,0,0,0,0,0,0
28-05-2020,Chatham-Kent Public Health,0,0,0,0,0,0,0,0,0,0
29-05-2020,Chatham-Kent Public Health,1,0.9,0,0,0,0,0,0,0,0
30-05-2020,Chatham-Kent Public Health,2,1.9,1,0.9,0,0,0,0,0,0
31-05-2020,Chatham-Kent Public Health,0,0,0,0,0,0,0,0,0,0
01-06-2020,Chatham-Kent Public Health,0,0,1,0.9,0,0,0,0,0,0
02-06-2020,Chatham-Kent Public Health,2,1.9,0,0,0,0,0,0,0,0
03-06-2020,Chatham-Kent Public Health,0,0,1,0.9,0,0,0,0,0,0
04-06-2020,Chatham-Kent Public Health,0,0,1,0.9,0,0,0,0,0,0
05-06-2020,Chatham-Kent Public Health,0,0,0,0,0,0,0,0,0,0
06-06-2020,Chatham-Kent Public Health,0,0,0,0,0,0,0,0,0,0
07-06-2020,Chatham-Kent Public Health,0,0,0,0,0,0,0,0,0,0
08-06-2020,Chatham-Kent Public Health,1,0.9,0,0,0,0,0,0,0,0
09-06-2020,Chatham-Kent Public Health,1,0.9,0,0,0,0,0,0,0,0
10-06-2020,Chatham-Kent Public Health,1,0.9,1,0.9,0,0,0,0,0,0
11-06-2020,Chatham-Kent Public Health,1,0.9,0,0,0,0,0,0,0,0
12-06-2020,Chatham-Kent Public Health,1,0.9,0,0,0,0,0,0,0,0
13-06-2020,Chatham-Kent Public Health,0,0,1,0.9,0,0,0,0,0,0
14-06-2020,Chatham-Kent Public Health,0,0,0,0,0,0,0,0,0,0
15-06-2020,Chatham-Kent Public Health,2,1.9,2,1.9,0,0,0,0,0,0
16-06-2020,Chatham-Kent Public Health,0,0,0,0,0,0,0,0,0,0
17-06-2020,Chatham-Kent Public Health,1,0.9,4,3.8,0,0,0,0,0,0
18-06-2020,Chatham-Kent Public Health,0,0,0,0,0,0,0,0,0,0
19-06-2020,Chatham-Kent Public Health,0,0,1,0.9,0,0,0,0,0,0
20-06-2020,Chatham-Kent Public Health,0,0,0,0,0,0,0,0,0,0
21-06-2020,Chatham-Kent Public Health,0,0,0,0,0,0,0,0,0,0
22-06-2020,Chatham-Kent Public Health,0,0,0,0,0,0,0,0,0,0
23-06-2020,Chatham-Kent Public Health,0,0,0,0,0,0,0,0,0,0
24-06-2020,Chatham-Kent Public Health,0,0,0,0,0,0,0,0,0,0
25-06-2020,Chatham-Kent Public Health,2,1.9,0,0,0,0,0,0,0,0
26-06-2020,Chatham-Kent Public Health,0,0,1,0.9,0,0,0,0,0,0
27-06-2020,Chatham-Kent Public Health,0,0,0,0,0,0,0,0,0,0
28-06-2020,Chatham-Kent Public Health,0,0,0,0,0,0,0,0,0,0
29-06-2020,Chatham-Kent Public Health,1,0.9,0,0,0,0,0,0,0,0
30-06-2020,Chatham-Kent Public Health,0,0,0,0,0,0,0,0,0,0
01-07-2020,Chatham-Kent Public Health,1,0.9,0,0,0,0,0,0,0,0
02-07-2020,Chatham-Kent Public Health,1,0.9,0,0,0,0,0,0,0,0
03-07-2020,Chatham-Kent Public Health,2,1.9,1,0.9,0,0,0,0,0,0
04-07-2020,Chatham-Kent Public Health,0,0,2,1.9,0,0,0,0,0,0
05-07-2020,Chatham-Kent Public Health,0,0,0,0,0,0,0,0,0,0
06-07-2020,Chatham-Kent Public Health,3,2.8,1,0.9,0,0,0,0,0,0
07-07-2020,Chatham-Kent Public Health,1,0.9,0,0,0,0,0,0,0,0
08-07-2020,Chatham-Kent Public Health,7,6.6,1,0.9,0,0,0,0,0,0
09-07-2020,Chatham-Kent Public Health,5,4.7,2,1.9,0,0,0,0,0,0
10-07-2020,Chatham-Kent Public Health,3,2.8,1,0.9,1,0.9,0,0,0,0
11-07-2020,Chatham-Kent Public Health,3,2.8,0,0,0,0,0,0,0,0
12-07-2020,Chatham-Kent Public Health,1,0.9,2,1.9,0,0,0,0,0,0
13-07-2020,Chatham-Kent Public Health,4,3.8,0,0,0,0,0,0,0,0
14-07-2020,Chatham-Kent Public Health,5,4.7,0,0,2,1.9,0,0,0,0
15-07-2020,Chatham-Kent Public Health,1,0.9,0,0,0,0,0,0,0,0
16-07-2020,Chatham-Kent Public Health,4,3.8,3,2.8,0,0,1,0.9,0,0
17-07-2020,Chatham-Kent Public Health,4,3.8,2,1.9,0,0,0,0,0,0
18-07-2020,Chatham-Kent Public Health,2,1.9,7,6.6,1,0.9,0,0,0,0
19-07-2020,Chatham-Kent Public Health,4,3.8,9,8.5,0,0,0,0,0,0
20-07-2020,Chatham-Kent Public Health,3,2.8,8,7.5,0,0,1,0.9,0,0
21-07-2020,Chatham-Kent Public Health,8,7.5,1,0.9,0,0,0,0,0,0
22-07-2020,Chatham-Kent Public Health,6,5.6,8,7.5,0,0,0,0,0,0
23-07-2020,Chatham-Kent Public Health,8,7.5,13,12.2,1,0.9,0,0,0,0
24-07-2020,Chatham-Kent Public Health,4,3.8,1,0.9,0,0,0,0,0,0
25-07-2020,Chatham-Kent Public Health,4,3.8,2,1.9,0,0,0,0,0,0
26-07-2020,Chatham-Kent Public Health,5,4.7,3,2.8,0,0,0,0,0,0
27-07-2020,Chatham-Kent Public Health,7,6.6,7,6.6,0,0,0,0,0,0
28-07-2020,Chatham-Kent Public Health,3,2.8,7,6.6,0,0,2,1.9,0,0
29-07-2020,Chatham-Kent Public Health,12,11.3,3,2.8,0,0,0,0,0,0
30-07-2020,Chatham-Kent Public Health,6,5.6,3,2.8,1,0.9,0,0,0,0
31-07-2020,Chatham-Kent Public Health,10,9.4,10,9.4,0,0,1,0.9,0,0
01-08-2020,Chatham-Kent Public Health,12,11.3,9,8.5,0,0,0,0,1,0.9
02-08-2020,Chatham-Kent Public Health,3,2.8,6,5.6,0,0,0,0,0,0
03-08-2020,Chatham-Kent Public Health,14,13.2,16,15,1,0.9,0,0,0,0
04-08-2020,Chatham-Kent Public Health,8,7.5,13,12.2,0,0,1,0.9,0,0
05-08-2020,Chatham-Kent Public Health,6,5.6,9,8.5,0,0,0,0,0,0
06-08-2020,Chatham-Kent Public Health,4,3.8,4,3.8,0,0,1,0.9,0,0
07-08-2020,Chatham-Kent Public Health,5,4.7,4,3.8,0,0,0,0,0,0
08-08-2020,Chatham-Kent Public Health,1,0.9,5,4.7,0,0,0,0,0,0
09-08-2020,Chatham-Kent Public Health,0,0,5,4.7,0,0,0,0,0,0
10-08-2020,Chatham-Kent Public Health,4,3.8,3,2.8,0,0,0,0,0,0
11-08-2020,Chatham-Kent Public Health,5,4.7,6,5.6,0,0,0,0,0,0
12-08-2020,Chatham-Kent Public Health,4,3.8,2,1.9,1,0.9,0,0,0,0
13-08-2020,Chatham-Kent Public Health,3,2.8,2,1.9,0,0,0,0,0,0
14-08-2020,Chatham-Kent Public Health,1,0.9,10,9.4,0,0,0,0,0,0
15-08-2020,Chatham-Kent Public Health,2,1.9,4,3.8,0,0,0,0,0,0
16-08-2020,Chatham-Kent Public Health,0,0,0,0,0,0,0,0,0,0
17-08-2020,Chatham-Kent Public Health,0,0,0,0,0,0,0,0,0,0
18-08-2020,Chatham-Kent Public Health,0,0,1,0.9,0,0,0,0,0,0
19-08-2020,Chatham-Kent Public Health,1,0.9,2,1.9,0,0,0,0,0,0
20-08-2020,Chatham-Kent Public Health,0,0,0,0,0,0,0,0,0,0
21-08-2020,Chatham-Kent Public Health,0,0,0,0,0,0,0,0,0,0
22-08-2020,Chatham-Kent Public Health,0,0,2,1.9,0,0,1,0.9,0,0
23-08-2020,Chatham-Kent Public Health,0,0,1,0.9,0,0,0,0,0,0
24-08-2020,Chatham-Kent Public Health,1,0.9,0,0,0,0,0,0,0,0
25-08-2020,Chatham-Kent Public Health,2,1.9,1,0.9,0,0,0,0,0,0
26-08-2020,Chatham-Kent Public Health,0,0,2,1.9,0,0,0,0,0,0
27-08-2020,Chatham-Kent Public Health,0,0,0,0,0,0,0,0,0,0
28-08-2020,Chatham-Kent Public Health,0,0,0,0,0,0,0,0,0,0
29-08-2020,Chatham-Kent Public Health,0,0,1,0.9,0,0,0,0,0,0
30-08-2020,Chatham-Kent Public Health,0,0,0,0,0,0,0,0,0,0
31-08-2020,Chatham-Kent Public Health,0,0,0,0,0,0,0,0,0,0
01-09-2020,Chatham-Kent Public Health,1,0.9,0,0,0,0,0,0,0,0
02-09-2020,Chatham-Kent Public Health,0,0,0,0,0,0,0,0,0,0
03-09-2020,Chatham-Kent Public Health,0,0,0,0,0,0,0,0,0,0
04-09-2020,Chatham-Kent Public Health,1,0.9,0,0,0,0,0,0,0,0
05-09-2020,Chatham-Kent Public Health,0,0,0,0,0,0,0,0,0,0
06-09-2020,Chatham-Kent Public Health,0,0,1,0.9,0,0,0,0,0,0
07-09-2020,Chatham-Kent Public Health,0,0,0,0,0,0,0,0,0,0
08-09-2020,Chatham-Kent Public Health,0,0,0,0,0,0,0,0,0,0
09-09-2020,Chatham-Kent Public Health,0,0,0,0,0,0,0,0,0,0
10-09-2020,Chatham-Kent Public Health,1,0.9,0,0,0,0,0,0,0,0
11-09-2020,Chatham-Kent Public Health,0,0,1,0.9,0,0,0,0,0,0
12-09-2020,Chatham-Kent Public Health,0,0,1,0.9,0,0,0,0,0,0
13-09-2020,Chatham-Kent Public Health,0,0,0,0,0,0,0,0,0,0
14-09-2020,Chatham-Kent Public Health,0,0,0,0,0,0,0,0,0,0
15-09-2020,Chatham-Kent Public Health,0,0,0,0,0,0,0,0,0,0
16-09-2020,Chatham-Kent Public Health,0,0,0,0,0,0,0,0,0,0
17-09-2020,Chatham-Kent Public Health,0,0,0,0,0,0,0,0,0,0
18-09-2020,Chatham-Kent Public Health,0,0,0,0,0,0,0,0,0,0
19-09-2020,Chatham-Kent Public Health,0,0,0,0,0,0,0,0,0,0
20-09-2020,Chatham-Kent Public Health,2,1.9,0,0,1,0.9,0,0,0,0
21-09-2020,Chatham-Kent Public Health,0,0,0,0,0,0,0,0,0,0
22-09-2020,Chatham-Kent Public Health,0,0,0,0,0,0,0,0,0,0
23-09-2020,Chatham-Kent Public Health,0,0,0,0,0,0,0,0,0,0
24-09-2020,Chatham-Kent Public Health,0,0,2,1.9,0,0,1,0.9,0,0
25-09-2020,Chatham-Kent Public Health,0,0,0,0,0,0,0,0,0,0
26-09-2020,Chatham-Kent Public Health,0,0,0,0,0,0,0,0,0,0
27-09-2020,Chatham-Kent Public Health,1,0.9,0,0,0,0,0,0,0,0
28-09-2020,Chatham-Kent Public Health,1,0.9,0,0,0,0,0,0,0,0
29-09-2020,Chatham-Kent Public Health,1,0.9,0,0,0,0,0,0,0,0
30-09-2020,Chatham-Kent Public Health,0,0,0,0,0,0,0,0,0,0
01-10-2020,Chatham-Kent Public Health,0,0,0,0,0,0,0,0,0,0
02-10-2020,Chatham-Kent Public Health,0,0,2,1.9,0,0,0,0,0,0
03-10-2020,Chatham-Kent Public Health,0,0,1,0.9,0,0,0,0,1,0.9
04-10-2020,Chatham-Kent Public Health,0,0,0,0,0,0,0,0,0,0
05-10-2020,Chatham-Kent Public Health,0,0,0,0,0,0,0,0,0,0
06-10-2020,Chatham-Kent Public Health,0,0,0,0,0,0,0,0,0,0
07-10-2020,Chatham-Kent Public Health,0,0,0,0,0,0,0,0,0,0
08-10-2020,Chatham-Kent Public Health,1,0.9,0,0,0,0,0,0,0,0
09-10-2020,Chatham-Kent Public Health,0,0,0,0,0,0,0,0,0,0
10-10-2020,Chatham-Kent Public Health,0,0,0,0,0,0,0,0,0,0
11-10-2020,Chatham-Kent Public Health,1,0.9,0,0,0,0,0,0,0,0
12-10-2020,Chatham-Kent Public Health,2,1.9,0,0,0,0,0,0,0,0
13-10-2020,Chatham-Kent Public Health,0,0,0,0,0,0,0,0,0,0
14-10-2020,Chatham-Kent Public Health,4,3.8,0,0,1,0.9,0,0,0,0
15-10-2020,Chatham-Kent Public Health,1,0.9,0,0,0,0,0,0,0,0
16-10-2020,Chatham-Kent Public Health,1,0.9,1,0.9,0,0,0,0,0,0
17-10-2020,Chatham-Kent Public Health,2,1.9,0,0,2,1.9,0,0,0,0
18-10-2020,Chatham-Kent Public Health,6,5.6,1,0.9,0,0,0,0,0,0
19-10-2020,Chatham-Kent Public Health,5,4.7,5,4.7,0,0,0,0,0,0
20-10-2020,Chatham-Kent Public Health,2,1.9,4,3.8,0,0,1,0.9,0,0
21-10-2020,Chatham-Kent Public Health,5,4.7,5,4.7,0,0,1,0.9,0,0
22-10-2020,Chatham-Kent Public Health,2,1.9,2,1.9,0,0,1,0.9,0,0
23-10-2020,Chatham-Kent Public Health,0,0,1,0.9,0,0,0,0,0,0
24-10-2020,Chatham-Kent Public Health,5,4.7,10,9.4,0,0,0,0,0,0
25-10-2020,Chatham-Kent Public Health,5,4.7,1,0.9,0,0,0,0,0,0
26-10-2020,Chatham-Kent Public Health,2,1.9,2,1.9,0,0,0,0,0,0
27-10-2020,Chatham-Kent Public Health,2,1.9,0,0,0,0,0,0,0,0
28-10-2020,Chatham-Kent Public Health,1,0.9,5,4.7,0,0,0,0,0,0
29-10-2020,Chatham-Kent Public Health,4,3.8,2,1.9,0,0,0,0,0,0
30-10-2020,Chatham-Kent Public Health,3,2.8,4,3.8,0,0,0,0,0,0
31-10-2020,Chatham-Kent Public Health,0,0,0,0,0,0,0,0,0,0
01-11-2020,Chatham-Kent Public Health,4,3.8,3,2.8,0,0,0,0,0,0
02-11-2020,Chatham-Kent Public Health,1,0.9,1,0.9,0,0,0,0,0,0
03-11-2020,Chatham-Kent Public Health,2,1.9,1,0.9,0,0,0,0,0,0
04-11-2020,Chatham-Kent Public Health,4,3.8,2,1.9,0,0,0,0,0,0
05-11-2020,Chatham-Kent Public Health,6,5.6,0,0,0,0,0,0,0,0
06-11-2020,Chatham-Kent Public Health,4,3.8,3,2.8,0,0,0,0,0,0
07-11-2020,Chatham-Kent Public Health,1,0.9,3,2.8,0,0,0,0,0,0
08-11-2020,Chatham-Kent Public Health,1,0.9,0,0,1,0.9,0,0,0,0
09-11-2020,Chatham-Kent Public Health,1,0.9,3,2.8,0,0,0,0,0,0
10-11-2020,Chatham-Kent Public Health,8,7.5,14,13.2,0,0,0,0,0,0
11-11-2020,Chatham-Kent Public Health,3,2.8,5,4.7,0,0,0,0,0,0
12-11-2020,Chatham-Kent Public Health,9,8.5,0,0,0,0,0,0,0,0
13-11-2020,Chatham-Kent Public Health,4,3.8,5,4.7,0,0,1,0.9,0,0
14-11-2020,Chatham-Kent Public Health,1,0.9,7,6.6,0,0,0,0,0,0
15-11-2020,Chatham-Kent Public Health,0,0,6,5.6,0,0,0,0,0,0
16-11-2020,Chatham-Kent Public Health,4,3.8,2,1.9,0,0,0,0,0,0
17-11-2020,Chatham-Kent Public Health,4,3.8,1,0.9,0,0,0,0,0,0
18-11-2020,Chatham-Kent Public Health,0,0,4,3.8,0,0,0,0,0,0
19-11-2020,Chatham-Kent Public Health,4,3.8,0,0,0,0,0,0,0,0
20-11-2020,Chatham-Kent Public Health,2,1.9,2,1.9,0,0,0,0,0,0
21-11-2020,Chatham-Kent Public Health,0,0,3,2.8,0,0,0,0,0,0
22-11-2020,Chatham-Kent Public Health,1,0.9,2,1.9,0,0,0,0,0,0
23-11-2020,Chatham-Kent Public Health,3,2.8,1,0.9,0,0,0,0,0,0
24-11-2020,Chatham-Kent Public Health,3,2.8,4,3.8,0,0,0,0,0,0
25-11-2020,Chatham-Kent Public Health,4,3.8,2,1.9,0,0,0,0,0,0
26-11-2020,Chatham-Kent Public Health,2,1.9,2,1.9,0,0,0,0,0,0
27-11-2020,Chatham-Kent Public Health,7,6.6,4,3.8,0,0,0,0,0,0
28-11-2020,Chatham-Kent Public Health,3,2.8,1,0.9,0,0,0,0,0,0
29-11-2020,Chatham-Kent Public Health,7,6.6,0,0,1,0.9,0,0,0,0
30-11-2020,Chatham-Kent Public Health,7,6.6,9,8.5,1,0.9,1,0.9,0,0
01-12-2020,Chatham-Kent Public Health,8,7.5,13,12.2,0,0,0,0,1,0.9
02-12-2020,Chatham-Kent Public Health,1,0.9,1,0.9,0,0,0,0,0,0
03-12-2020,Chatham-Kent Public Health,2,1.9,2,1.9,0,0,0,0,0,0
04-12-2020,Chatham-Kent Public Health,5,4.7,6,5.6,1,0.9,1,0.9,0,0
05-12-2020,Chatham-Kent Public Health,3,2.8,0,0,0,0,0,0,0,0
06-12-2020,Chatham-Kent Public Health,5,4.7,5,4.7,0,0,0,0,0,0
07-12-2020,Chatham-Kent Public Health,6,5.6,2,1.9,0,0,0,0,0,0
08-12-2020,Chatham-Kent Public Health,4,3.8,2,1.9,0,0,0,0,0,0
09-12-2020,Chatham-Kent Public Health,2,1.9,6,5.6,0,0,0,0,0,0
10-12-2020,Chatham-Kent Public Health,3,2.8,1,0.9,0,0,0,0,0,0
11-12-2020,Chatham-Kent Public Health,7,6.6,7,6.6,0,0,0,0,0,0
12-12-2020,Chatham-Kent Public Health,3,2.8,1,0.9,0,0,0,0,0,0
13-12-2020,Chatham-Kent Public Health,4,3.8,3,2.8,0,0,0,0,0,0
14-12-2020,Chatham-Kent Public Health,7,6.6,5,4.7,0,0,0,0,0,0
15-12-2020,Chatham-Kent Public Health,9,8.5,3,2.8,0,0,1,0.9,0,0
16-12-2020,Chatham-Kent Public Health,8,7.5,7,6.6,1,0.9,0,0,0,0
17-12-2020,Chatham-Kent Public Health,4,3.8,8,7.5,0,0,0,0,0,0
18-12-2020,Chatham-Kent Public Health,8,7.5,1,0.9,0,0,0,0,0,0
19-12-2020,Chatham-Kent Public Health,9,8.5,8,7.5,0,0,0,0,0,0
20-12-2020,Chatham-Kent Public Health,12,11.3,2,1.9,0,0,0,0,0,0
21-12-2020,Chatham-Kent Public Health,11,10.3,9,8.5,0,0,0,0,0,0
22-12-2020,Chatham-Kent Public Health,15,14.1,8,7.5,1,0.9,1,0.9,0,0
23-12-2020,Chatham-Kent Public Health,14,13.2,5,4.7,0,0,0,0,0,0
24-12-2020,Chatham-Kent Public Health,10,9.4,6,5.6,0,0,0,0,0,0
25-12-2020,Chatham-Kent Public Health,11,10.3,11,10.3,0,0,0,0,0,0
26-12-2020,Chatham-Kent Public Health,28,26.3,9,8.5,0,0,0,0,0,0
27-12-2020,Chatham-Kent Public Health,20,18.8,9,8.5,0,0,0,0,0,0
28-12-2020,Chatham-Kent Public Health,20,18.8,24,22.6,0,0,0,0,0,0
29-12-2020,Chatham-Kent Public Health,24,22.6,24,22.6,0,0,0,0,0,0
30-12-2020,Chatham-Kent Public Health,18,16.9,11,10.3,3,2.8,1,0.9,0,0
31-12-2020,Chatham-Kent Public Health,17,16,25,23.5,1,0.9,1,0.9,0,0
01-01-2021,Chatham-Kent Public Health,24,22.6,20,18.8,1,0.9,0,0,0,0
02-01-2021,Chatham-Kent Public Health,13,12.2,14,13.2,0,0,0,0,0,0
03-01-2021,Chatham-Kent Public Health,20,18.8,39,36.7,2,1.9,3,2.8,0,0
04-01-2021,Chatham-Kent Public Health,25,23.5,22,20.7,1,0.9,0,0,0,0
05-01-2021,Chatham-Kent Public Health,21,19.8,9,8.5,1,0.9,0,0,0,0
06-01-2021,Chatham-Kent Public Health,10,9.4,22,20.7,0,0,0,0,0,0
07-01-2021,Chatham-Kent Public Health,18,16.9,5,4.7,1,0.9,0,0,0,0
08-01-2021,Chatham-Kent Public Health,14,13.2,10,9.4,1,0.9,0,0,0,0
09-01-2021,Chatham-Kent Public Health,14,13.2,19,17.9,0,0,3,2.8,0,0
10-01-2021,Chatham-Kent Public Health,15,14.1,29,27.3,0,0,1,0.9,0,0
11-01-2021,Chatham-Kent Public Health,13,12.2,19,17.9,0,0,0,0,0,0
12-01-2021,Chatham-Kent Public Health,8,7.5,16,15,0,0,0,0,0,0
13-01-2021,Chatham-Kent Public Health,15,14.1,11,10.3,1,0.9,0,0,0,0
14-01-2021,Chatham-Kent Public Health,5,4.7,16,15,0,0,2,1.9,1,0.9
15-01-2021,Chatham-Kent Public Health,13,12.2,6,5.6,0,0,0,0,0,0
16-01-2021,Chatham-Kent Public Health,3,2.8,20,18.8,0,0,1,0.9,1,0.9
17-01-2021,Chatham-Kent Public Health,6,5.6,19,17.9,0,0,1,0.9,0,0
